Interacao, Erro Quadratico Medio
186, 0.8556745648384094
187, 0.8519188165664673
188, 0.8487347364425659
189, 0.8448968529701233
190, 0.8418172597885132
191, 0.8389251232147217
192, 0.8357300162315369
193, 0.8325583934783936
194, 0.8290430903434753
195, 0.8262814879417419
196, 0.8231393694877625
197, 0.8197595477104187
198, 0.8163653016090393
199, 0.8134742379188538
200, 0.8107993602752686
201, 0.8080032467842102
202, 0.8045578002929688
203, 0.8018413186073303
204, 0.7991371750831604
205, 0.7957252860069275
206, 0.792569637298584
207, 0.789293110370636
208, 0.7862224578857422
209, 0.7834898829460144
210, 0.780464768409729
211, 0.777664840221405
212, 0.7749087810516357
213, 0.7719287276268005
214, 0.7689535617828369
215, 0.7659468054771423
216, 0.7634140253067017
217, 0.7606595754623413
218, 0.7582793831825256
219, 0.7560049891471863
220, 0.7531235218048096
221, 0.7499972581863403
222, 0.7471975684165955
223, 0.7446103096008301
224, 0.742020308971405
225, 0.7392958998680115
226, 0.7366516590118408
227, 0.7343185544013977
228, 0.7318966388702393
229, 0.729749858379364
230, 0.7273083925247192
231, 0.7247763276100159
232, 0.7220196723937988
233, 0.7194564342498779
234, 0.717098593711853
235, 0.7144429683685303
236, 0.7118223309516907
237, 0.7094151973724365
238, 0.7070828080177307
239, 0.7050482630729675
240, 0.7030565738677979
241, 0.7004269957542419
242, 0.6980147957801819
243, 0.6955198049545288
244, 0.6930519938468933
245, 0.6911373138427734
246, 0.6886435151100159
247, 0.6864597201347351
248, 0.684274435043335
249, 0.6818217039108276
250, 0.6795311570167542
251, 0.6771780252456665
252, 0.6748729348182678
253, 0.6726192831993103
254, 0.6705096364021301
255, 0.6683750748634338
256, 0.6662858724594116
257, 0.6639367341995239
258, 0.6619584560394287
259, 0.6596399545669556
260, 0.6575537919998169
261, 0.655463695526123
262, 0.65354984998703
263, 0.6516419649124146
264, 0.6496341228485107
265, 0.6475555896759033
266, 0.6456580758094788
267, 0.6440194845199585
268, 0.642241895198822
269, 0.6403615474700928
270, 0.6382690072059631
271, 0.6363710165023804
272, 0.6344252228736877
273, 0.6326537728309631
274, 0.6309084296226501
275, 0.6288952827453613
276, 0.6271594166755676
277, 0.6256468296051025
278, 0.6238847374916077
279, 0.6221499443054199
280, 0.6205490827560425
281, 0.6186728477478027
282, 0.6167660355567932
283, 0.6147461533546448
284, 0.6132339835166931
285, 0.611447274684906
286, 0.6096392273902893
287, 0.6079292297363281
288, 0.606120228767395
289, 0.6043832898139954
290, 0.6025585532188416
291, 0.6006618142127991
292, 0.5992664098739624
293, 0.5978307127952576
294, 0.5960386395454407
295, 0.5945112109184265
296, 0.593088686466217
297, 0.5912611484527588
298, 0.5895168781280518
299, 0.587838888168335
300, 0.058140940964221954
301, 0.06832671165466309
302, 0.08139994740486145
303, 0.07143830507993698
304, 0.08983571082353592
305, 0.08770642429590225
306, 0.0932442769408226
307, 0.09574345499277115
308, 0.09375941008329391
309, 0.09310387820005417
310, 0.09416857361793518
311, 0.09073634445667267
312, 0.09015606343746185
313, 0.08804831653833389
314, 0.08874683827161789
315, 0.0864534005522728
316, 0.08556901663541794
317, 0.08543231338262558
318, 0.08957242220640182
319, 0.09123796969652176
320, 0.09087031334638596
321, 0.09027381241321564
322, 0.08783126622438431
323, 0.09245161712169647
324, 0.09163293987512589
325, 0.09161721169948578
326, 0.09281045943498611
327, 0.09267736226320267
328, 0.09350073337554932
329, 0.09184540063142776
330, 0.09322421997785568
331, 0.09384182095527649
332, 0.09407216310501099
333, 0.09340880811214447
334, 0.09387803077697754
335, 0.09353556483983994
336, 0.0939188003540039
337, 0.0954958125948906
338, 0.09485355019569397
339, 0.09389031678438187
340, 0.09401319921016693
341, 0.09408757090568542
342, 0.09330142289400101
343, 0.0931374803185463
344, 0.09338467568159103
345, 0.0930364578962326
346, 0.09240067005157471
347, 0.09245371073484421
348, 0.09299258887767792
349, 0.09350727498531342
350, 0.09379079192876816
351, 0.0935797244310379
352, 0.09340701997280121
353, 0.09338057786226273
354, 0.09315913170576096
355, 0.0943133756518364
356, 0.09357235580682755
357, 0.09388444572687149
358, 0.09302207827568054
359, 0.09201453626155853
360, 0.09166479855775833
361, 0.09200113266706467
362, 0.0924418494105339
363, 0.09178797900676727
364, 0.09113916754722595
365, 0.09117357432842255
366, 0.09093766659498215
367, 0.09053792804479599
368, 0.09017465263605118
369, 0.09100960195064545
370, 0.09072533994913101
371, 0.09115525335073471
372, 0.09091632068157196
373, 0.09058909863233566
374, 0.09134840220212936
375, 0.09127629548311234
376, 0.09057049453258514
377, 0.0908733382821083
378, 0.09035404026508331
379, 0.09030987322330475
380, 0.09003087133169174
381, 0.08985859900712967
382, 0.08988495916128159
383, 0.08973552286624908
384, 0.08977016806602478
385, 0.08979734033346176
386, 0.09040382504463196
387, 0.09042453020811081
388, 0.09005597233772278
389, 0.08983510732650757
390, 0.08986581116914749
391, 0.08988708257675171
392, 0.08958112448453903
393, 0.08910531550645828
394, 0.08874776214361191
395, 0.08842522650957108
396, 0.08830826729536057
397, 0.08876509219408035
398, 0.08841386437416077
399, 0.08911584317684174
400, 0.08901578187942505
401, 0.08855262398719788
402, 0.08906174451112747
403, 0.08950227499008179
404, 0.0900307297706604
405, 0.0899030789732933
406, 0.0894414484500885
407, 0.09007159620523453
408, 0.09050620347261429
409, 0.09016627073287964
410, 0.08998112380504608
411, 0.09069886058568954
412, 0.09052227437496185
413, 0.09083077311515808
414, 0.09024962782859802
415, 0.09016671031713486
416, 0.08976314216852188
417, 0.08939512819051743
418, 0.09017592668533325
419, 0.08985614776611328
420, 0.08980117738246918
421, 0.0897391065955162
422, 0.08959882706403732
423, 0.08941678702831268
424, 0.08913995325565338
425, 0.08903487771749496
426, 0.08898143470287323
427, 0.08941636979579926
428, 0.08937881141901016
429, 0.08906093239784241
430, 0.08898044377565384
431, 0.08911021798849106
432, 0.08915606886148453
433, 0.08900807052850723
434, 0.08888211846351624
435, 0.08865337818861008
436, 0.08835890889167786
437, 0.0887208878993988
438, 0.08836041390895844
439, 0.08818332850933075
440, 0.08807988464832306
441, 0.08762621134519577
442, 0.08719072490930557
443, 0.08735433965921402
444, 0.08730598539113998
445, 0.08742407709360123
446, 0.08703562617301941
447, 0.08703642338514328
448, 0.08720067143440247
449, 0.0871342197060585
450, 0.08741994202136993
451, 0.08697864413261414
452, 0.08657930046319962
453, 0.08637887239456177
454, 0.08616812527179718
455, 0.0859353169798851
456, 0.085749052464962
457, 0.08536063879728317
458, 0.08507855981588364
459, 0.08519935607910156
460, 0.08515209704637527
461, 0.08514487743377686
462, 0.08479558676481247
463, 0.08502964675426483
464, 0.0850394144654274
465, 0.08510027080774307
466, 0.08496816456317902
467, 0.08493810147047043
468, 0.08469458669424057
469, 0.08448982238769531
470, 0.08411658555269241
471, 0.08394084125757217
472, 0.08407691866159439
473, 0.08408717811107635
474, 0.08370425552129745
475, 0.08349941670894623
476, 0.08317746967077255
477, 0.08288587629795074
478, 0.0827060118317604
479, 0.08246870338916779
480, 0.08227649331092834
481, 0.08217967301607132
482, 0.08249225467443466
483, 0.08225415647029877
484, 0.08260322362184525
485, 0.0826515406370163
486, 0.08256904035806656
487, 0.08260101824998856
488, 0.0825859010219574
489, 0.08258885145187378
490, 0.08240761607885361
491, 0.08230558037757874
492, 0.08221469819545746
493, 0.08189284801483154
494, 0.08187798410654068
495, 0.08164427429437637
496, 0.0813116729259491
497, 0.08117285370826721
498, 0.0813041627407074
499, 0.08123506605625153
500, 0.08134467154741287
501, 0.08099761605262756
502, 0.08086410164833069
503, 0.08093710988759995
504, 0.08120045065879822
505, 0.08115494251251221
506, 0.08121678978204727
507, 0.0812135711312294
508, 0.08145372569561005
509, 0.08149321377277374
510, 0.08144377917051315
511, 0.0815141499042511
512, 0.0817444697022438
513, 0.08244876563549042
514, 0.0827433317899704
515, 0.08245857805013657
516, 0.0824747234582901
517, 0.0823797807097435
518, 0.0824766606092453
519, 0.0825299397110939
520, 0.08269521594047546
521, 0.08270297944545746
522, 0.08273693919181824
523, 0.08282814174890518
524, 0.08265287429094315
525, 0.082505963742733
526, 0.08245640248060226
527, 0.08229246735572815
528, 0.0824931263923645
529, 0.08228015154600143
530, 0.0822395384311676
531, 0.08219292759895325
532, 0.08198801428079605
533, 0.0822795182466507
534, 0.0826144739985466
535, 0.08249125629663467
536, 0.08259688317775726
537, 0.08243051916360855
538, 0.08224184066057205
539, 0.08201251178979874
540, 0.08194702863693237
541, 0.0818701833486557
542, 0.08164598792791367
543, 0.08183597028255463
544, 0.0819622278213501
545, 0.08179730921983719
546, 0.08187661319971085
547, 0.08179166167974472
548, 0.08171205222606659
549, 0.08151324838399887
550, 0.08147701621055603
551, 0.0813479870557785
552, 0.08136294782161713
553, 0.08142269402742386
554, 0.08146754652261734
555, 0.0812203511595726
556, 0.08126936852931976
557, 0.0814083144068718
558, 0.08140939474105835
559, 0.08147724717855453
560, 0.08143158257007599
561, 0.08144547045230865
562, 0.08150605112314224
563, 0.08135523647069931
564, 0.08122275769710541
565, 0.08108147233724594
566, 0.08093751221895218
567, 0.08125592023134232
568, 0.08117684721946716
569, 0.08115877956151962
570, 0.08092279732227325
571, 0.08089447766542435
572, 0.08096601814031601
573, 0.08100710809230804
574, 0.08111688494682312
575, 0.0812167301774025
576, 0.08153048902750015
577, 0.08134716749191284
578, 0.08122818171977997
579, 0.08114074915647507
580, 0.08132342994213104
581, 0.0814313217997551
582, 0.08138834685087204
583, 0.08128847181797028
584, 0.08111520856618881
585, 0.0811634510755539
586, 0.08112072944641113
587, 0.08109061419963837
588, 0.08111457526683807
589, 0.08137807250022888
590, 0.08119513094425201
591, 0.08130325376987457
592, 0.08126803487539291
593, 0.08135256171226501
594, 0.08159659802913666
595, 0.08150152117013931
596, 0.08156045526266098
597, 0.08176278322935104
598, 0.08200188726186752
599, 0.08188965171575546
600, 0.055355824530124664
601, 0.0594230554997921
602, 0.053989920765161514
603, 0.06474575400352478
604, 0.062264878302812576
605, 0.05571196973323822
606, 0.05966854467988014
607, 0.06140707805752754
608, 0.05855622515082359
609, 0.05471741035580635
610, 0.058951299637556076
611, 0.05675755813717842
612, 0.056540023535490036
613, 0.054986849427223206
614, 0.05454745516180992
615, 0.05419188365340233
616, 0.05576830357313156
617, 0.055734891444444656
618, 0.053696051239967346
619, 0.05302249267697334
620, 0.051952116191387177
621, 0.05079484358429909
622, 0.05161817744374275
623, 0.05122855305671692
624, 0.04956125468015671
625, 0.04862060397863388
626, 0.04858880117535591
627, 0.04791472479701042
628, 0.04804898425936699
629, 0.04785265773534775
630, 0.04939403384923935
631, 0.04827535152435303
632, 0.050072696059942245
633, 0.050216931849718094
634, 0.049865491688251495
635, 0.049259480088949203
636, 0.04973948746919632
637, 0.048700008541345596
638, 0.048046208918094635
639, 0.04695520177483559
640, 0.046844083815813065
641, 0.046751249581575394
642, 0.04739196598529816
643, 0.047615084797143936
644, 0.04706999659538269
645, 0.0477120578289032
646, 0.04708516597747803
647, 0.04916352406144142
648, 0.049347884953022
649, 0.04890910163521767
650, 0.04831189662218094
651, 0.047858476638793945
652, 0.047993917018175125
653, 0.0476231724023819
654, 0.0471031479537487
655, 0.04717298224568367
656, 0.047477688640356064
657, 0.04753578081727028
658, 0.04770346358418465
659, 0.047082871198654175
660, 0.04672937095165253
661, 0.04657013341784477
662, 0.04620862752199173
663, 0.046529620885849
664, 0.04619772732257843
665, 0.046073853969573975
666, 0.04632570594549179
667, 0.04628417640924454
668, 0.04617590457201004
669, 0.046974148601293564
670, 0.04844050109386444
671, 0.04805579036474228
672, 0.048534095287323
673, 0.048165496438741684
674, 0.04823734983801842
675, 0.047867536544799805
676, 0.04774259030818939
677, 0.04728372022509575
678, 0.04727649688720703
679, 0.04754055291414261
680, 0.04706491902470589
681, 0.04783165827393532
682, 0.0476900078356266
683, 0.04752323403954506
684, 0.04738152027130127
685, 0.04706799238920212
686, 0.04777820035815239
687, 0.04808206483721733
688, 0.048687100410461426
689, 0.04934895411133766
690, 0.050257135182619095
691, 0.0498247854411602
692, 0.0496629923582077
693, 0.05001222342252731
694, 0.049847885966300964
695, 0.04968683049082756
696, 0.04969220608472824
697, 0.049621738493442535
698, 0.049338266253471375
699, 0.04945981130003929
700, 0.04966481402516365
701, 0.049406468868255615
702, 0.04935172200202942
703, 0.04933566227555275
704, 0.04905594885349274
705, 0.04890931770205498
706, 0.049054645001888275
707, 0.048747554421424866
708, 0.04920448362827301
709, 0.04887080565094948
710, 0.04896429553627968
711, 0.049488455057144165
712, 0.04930662363767624
713, 0.04983224347233772
714, 0.049564480781555176
715, 0.049597784876823425
716, 0.04963156208395958
717, 0.04947124421596527
718, 0.04951854050159454
719, 0.049416154623031616
720, 0.04929588735103607
721, 0.04916132241487503
722, 0.04888938367366791
723, 0.048872463405132294
724, 0.04888664558529854
725, 0.0489228256046772
726, 0.04910397529602051
727, 0.04899147152900696
728, 0.048878561705350876
729, 0.04894842207431793
730, 0.04951828718185425
731, 0.04959694668650627
732, 0.04946770519018173
733, 0.049788787961006165
734, 0.049628909677267075
735, 0.04972706362605095
736, 0.04994942247867584
737, 0.049848221242427826
738, 0.04955564811825752
739, 0.04922433942556381
740, 0.049358490854501724
741, 0.04986530914902687
742, 0.049869973212480545
743, 0.04995298013091087
744, 0.04988750070333481
745, 0.0501532256603241
746, 0.05002545192837715
747, 0.05054948478937149
748, 0.05049178749322891
749, 0.05066699534654617
750, 0.05069037154316902
751, 0.05130831152200699
752, 0.05111756548285484
753, 0.050927940756082535
754, 0.05084846913814545
755, 0.05070163682103157
756, 0.050848353654146194
757, 0.050972405821084976
758, 0.05095501244068146
759, 0.050961852073669434
760, 0.05082077533006668
761, 0.05073832720518112
762, 0.05108411982655525
763, 0.051519278436899185
764, 0.05171387642621994
765, 0.05205318704247475
766, 0.05199746787548065
767, 0.05233084410429001
768, 0.05216279625892639
769, 0.05210378021001816
770, 0.052305761724710464
771, 0.052104100584983826
772, 0.05192636698484421
773, 0.05226825922727585
774, 0.05229203402996063
775, 0.05261276289820671
776, 0.05270973965525627
777, 0.052761711180210114
778, 0.05259425938129425
779, 0.052463702857494354
780, 0.05225791409611702
781, 0.05214514955878258
782, 0.05198495090007782
783, 0.05192749574780464
784, 0.05203412100672722
785, 0.05209137126803398
786, 0.05211938917636871
787, 0.05210794880986214
788, 0.052596766501665115
789, 0.0526534840464592
790, 0.05277451127767563
791, 0.05290483310818672
792, 0.052920613437891006
793, 0.052792202681303024
794, 0.05265074223279953
795, 0.05255278944969177
796, 0.05259859189391136
797, 0.05235176533460617
798, 0.05224813148379326
799, 0.05247444286942482
800, 0.05250827595591545
801, 0.05253662168979645
802, 0.05247844383120537
803, 0.052508797496557236
804, 0.05239148810505867
805, 0.0523485392332077
806, 0.05216512084007263
807, 0.0522666797041893
808, 0.05239061638712883
809, 0.05218030512332916
810, 0.05210274085402489
811, 0.0522436685860157
812, 0.0522453673183918
813, 0.05222225561738014
814, 0.05203556641936302
815, 0.05222193896770477
816, 0.052147794514894485
817, 0.05212042108178139
818, 0.051921579986810684
819, 0.051982950419187546
820, 0.05224711447954178
821, 0.05237248167395592
822, 0.05229702964425087
823, 0.052357107400894165
824, 0.052160024642944336
825, 0.05208779126405716
826, 0.052296195179224014
827, 0.05220722407102585
828, 0.05214564874768257
829, 0.05200498551130295
830, 0.05201733112335205
831, 0.05203063040971756
832, 0.052122194319963455
833, 0.05203348770737648
834, 0.05193961784243584
835, 0.05184674263000488
836, 0.05182015150785446
837, 0.051674917340278625
838, 0.05186106264591217
839, 0.052111174911260605
840, 0.05209808051586151
841, 0.05209051072597504
842, 0.05194836109876633
843, 0.05184418708086014
844, 0.05194539576768875
845, 0.05185210332274437
846, 0.051907025277614594
847, 0.05183878913521767
848, 0.05198349431157112
849, 0.051967304199934006
850, 0.05198006331920624
851, 0.05178624764084816
852, 0.05182764306664467
853, 0.051727790385484695
854, 0.05170230567455292
855, 0.05154557153582573
856, 0.05177728831768036
857, 0.05192159116268158
858, 0.05182983726263046
859, 0.05179271474480629
860, 0.05188596621155739
861, 0.051806382834911346
862, 0.051828693598508835
863, 0.051665518432855606
864, 0.051695000380277634
865, 0.05175575986504555
866, 0.051867857575416565
867, 0.05173645168542862
868, 0.051788587123155594
869, 0.0517304502427578
870, 0.051694050431251526
871, 0.051733896136283875
872, 0.051700424402952194
873, 0.05178142338991165
874, 0.05172682926058769
875, 0.051727764308452606
876, 0.051661305129528046
877, 0.051608696579933167
878, 0.051709890365600586
879, 0.05157996341586113
880, 0.05148499086499214
881, 0.05163455754518509
882, 0.051590874791145325
883, 0.051670871675014496
884, 0.05165239796042442
885, 0.05167736858129501
886, 0.051747165620326996
887, 0.052086859941482544
888, 0.052270133048295975
889, 0.05232841894030571
890, 0.052519991993904114
891, 0.052457068115472794
892, 0.052438460290431976
893, 0.05233718827366829
894, 0.05274542421102524
895, 0.05270363390445709
896, 0.052626240998506546
897, 0.05255940929055214
898, 0.05284051597118378
899, 0.052754346281290054
900, 0.032491639256477356
901, 0.059551697224378586
902, 0.057252299040555954
903, 0.05173427239060402
904, 0.0548667311668396
905, 0.04834834486246109
906, 0.046849049627780914
907, 0.04960279166698456
908, 0.05349580943584442
909, 0.05381676182150841
910, 0.05631300434470177
911, 0.05563969910144806
912, 0.05244191735982895
913, 0.050112415105104446
914, 0.04810712859034538
915, 0.04959077760577202
916, 0.04961410164833069
917, 0.04914253577589989
918, 0.0489342138171196
919, 0.049022652208805084
920, 0.048457007855176926
921, 0.04809330776333809
922, 0.05084153637290001
923, 0.05053385719656944
924, 0.049415141344070435
925, 0.04864296689629555
926, 0.04870638996362686
927, 0.04771055653691292
928, 0.04702965170145035
929, 0.04668742045760155
930, 0.04554234817624092
931, 0.04483703151345253
932, 0.04476674273610115
933, 0.043980035930871964
934, 0.04378857463598251
935, 0.04300597682595253
936, 0.04196707159280777
937, 0.04145796597003937
938, 0.040819503366947174
939, 0.0410897396504879
940, 0.04053591564297676
941, 0.041024353355169296
942, 0.040740977972745895
943, 0.04015899822115898
944, 0.03976698964834213
945, 0.0395972803235054
946, 0.03962605446577072
947, 0.03985117748379707
948, 0.04071901738643646
949, 0.04032642021775246
950, 0.04033957049250603
951, 0.04051494598388672
952, 0.040293943136930466
953, 0.04020330309867859
954, 0.039726532995700836
955, 0.03911929577589035
956, 0.038846999406814575
957, 0.038555607199668884
958, 0.038183294236660004
959, 0.038431812077760696
960, 0.038306284695863724
961, 0.03808107227087021
962, 0.03797594830393791
963, 0.037917330861091614
964, 0.03754711151123047
965, 0.03735233098268509
966, 0.03728397190570831
967, 0.037718914449214935
968, 0.037495940923690796
969, 0.03723274916410446
970, 0.03798789903521538
971, 0.03789815306663513
972, 0.03758964687585831
973, 0.03737848997116089
974, 0.03750547766685486
975, 0.03717848286032677
976, 0.03703954070806503
977, 0.03825706988573074
978, 0.0380929559469223
979, 0.038193006068468094
980, 0.03868323192000389
981, 0.03853583335876465
982, 0.03845514729619026
983, 0.038451407104730606
984, 0.03861234337091446
985, 0.03844069316983223
986, 0.03840971365571022
987, 0.038530394434928894
988, 0.038400035351514816
989, 0.03819948062300682
990, 0.03807779774069786
991, 0.03841228783130646
992, 0.038300350308418274
993, 0.038304757326841354
994, 0.038854099810123444
995, 0.03890572115778923
996, 0.03884277492761612
997, 0.038913384079933167
998, 0.03906166926026344
999, 0.03896554186940193
1000, 0.03882111981511116
1001, 0.0386318638920784
1002, 0.038425568491220474
1003, 0.03846233710646629
1004, 0.03846414387226105
1005, 0.03859661892056465
1006, 0.03880628943443298
1007, 0.038780368864536285
1008, 0.0402618907392025
1009, 0.04073518142104149
1010, 0.04062348231673241
1011, 0.040415164083242416
1012, 0.040524162352085114
1013, 0.04039386287331581
1014, 0.04046185687184334
1015, 0.04062814265489578
1016, 0.04060624912381172
1017, 0.04058633744716644
1018, 0.04060109332203865
1019, 0.04052222520112991
1020, 0.04084116965532303
1021, 0.040644675493240356
1022, 0.04044860601425171
1023, 0.04035108909010887
1024, 0.04029805213212967
1025, 0.04024042934179306
1026, 0.040019441395998
1027, 0.04021335020661354
1028, 0.04006006568670273
1029, 0.040292344987392426
1030, 0.040408939123153687
1031, 0.04052485153079033
1032, 0.04034850001335144
1033, 0.040142156183719635
1034, 0.040166232734918594
1035, 0.04007573798298836
1036, 0.04039369523525238
1037, 0.0404394194483757
1038, 0.04026278480887413
1039, 0.040150631219148636
1040, 0.040146082639694214
1041, 0.04039287567138672
1042, 0.04017661511898041
1043, 0.040012896060943604
1044, 0.04008268937468529
1045, 0.040003370493650436
1046, 0.03992265835404396
1047, 0.04011744633316994
1048, 0.040275342762470245
1049, 0.04021564871072769
1050, 0.04007586091756821
1051, 0.04042759910225868
1052, 0.04025154933333397
1053, 0.040085650980472565
1054, 0.04016728699207306
1055, 0.04032035917043686
1056, 0.04063122346997261
1057, 0.040468476712703705
1058, 0.04045030102133751
1059, 0.04045279324054718
1060, 0.04051120951771736
1061, 0.04033158719539642
1062, 0.04035172238945961
1063, 0.04023472219705582
1064, 0.04006580635905266
1065, 0.04007931053638458
1066, 0.039953652769327164
1067, 0.04026535898447037
1068, 0.0400504395365715
1069, 0.04000900685787201
1070, 0.040143150836229324
1071, 0.04020770639181137
1072, 0.04023261368274689
1073, 0.04033999517560005
1074, 0.040342867374420166
1075, 0.04030046984553337
1076, 0.04011813923716545
1077, 0.04004868492484093
1078, 0.040145594626665115
1079, 0.039994265884160995
1080, 0.04001824930310249
1081, 0.03990756347775459
1082, 0.0398254431784153
1083, 0.039938412606716156
1084, 0.03995576128363609
1085, 0.03982868418097496
1086, 0.03976736217737198
1087, 0.03990583494305611
1088, 0.039856091141700745
1089, 0.03981127589941025
1090, 0.03967101871967316
1091, 0.039866115897893906
1092, 0.03989497572183609
1093, 0.04002542793750763
1094, 0.04018573835492134
1095, 0.04007307440042496
1096, 0.03994549438357353
1097, 0.03978026285767555
1098, 0.040070079267024994
1099, 0.04014471918344498
1100, 0.04049413278698921
1101, 0.04046648368239403
1102, 0.04049773886799812
1103, 0.040593452751636505
1104, 0.04101905971765518
1105, 0.04101810231804848
1106, 0.04100695997476578
1107, 0.04092758521437645
1108, 0.04109453409910202
1109, 0.0409441776573658
1110, 0.04088244587182999
1111, 0.04092295095324516
1112, 0.040789976716041565
1113, 0.04074757173657417
1114, 0.040685366839170456
1115, 0.04061991348862648
1116, 0.04050230234861374
1117, 0.04049314558506012
1118, 0.04044518619775772
1119, 0.04040548950433731
1120, 0.04029029980301857
1121, 0.040163855999708176
1122, 0.04002206772565842
1123, 0.04012122005224228
1124, 0.04012910649180412
1125, 0.03998633101582527
1126, 0.03995457664132118
1127, 0.0399143323302269
1128, 0.03991229459643364
1129, 0.03980088606476784
1130, 0.0397520437836647
1131, 0.03982071951031685
1132, 0.039761029183864594
1133, 0.03978715091943741
1134, 0.03982606902718544
1135, 0.039699289947748184
1136, 0.039858583360910416
1137, 0.03975936397910118
1138, 0.03965276852250099
1139, 0.03957054764032364
1140, 0.03965356945991516
1141, 0.039813119918107986
1142, 0.039822012186050415
1143, 0.03992701694369316
1144, 0.04005541652441025
1145, 0.039942238479852676
1146, 0.03997167572379112
1147, 0.039986684918403625
1148, 0.04002009332180023
1149, 0.040044814348220825
1150, 0.03992564603686333
1151, 0.040170878171920776
1152, 0.040210891515016556
1153, 0.04013197496533394
1154, 0.04037344828248024
1155, 0.04039182513952255
1156, 0.040285978466272354
