Interação, Acurácia, Erro Quadrático médio
0, 0.0, 7.6875967556909455
1, 0.6190476190476191, 2.1168756555547352
2, 0.9047619047619048, 1.2903502958837831
3, 0.8571428571428571, 1.0731826191818636
4, 0.8571428571428571, 0.9970976172475771
5, 0.8095238095238095, 1.379244541849112
6, 0.8571428571428571, 1.11035043044043
7, 0.8571428571428571, 1.0937402641137473
8, 0.8571428571428571, 1.0779772602429718
9, 0.8571428571428571, 1.0631892825912046
10, 0.8571428571428571, 1.0498413438134453
11, 0.8571428571428571, 1.037776461658521
12, 0.8571428571428571, 1.0250284268390655
13, 0.8571428571428571, 1.0137703625348018
14, 0.8571428571428571, 1.0039563154361018
15, 0.8571428571428571, 0.9968678708776488
16, 0.8571428571428571, 0.9884205044637395
17, 0.9047619047619048, 0.9819351121807307
18, 0.9047619047619048, 0.975363702449767
19, 0.9047619047619048, 0.9687519509752827
20, 0.9047619047619048, 0.9644557955405818
21, 0.9047619047619048, 0.9589995783524463
22, 0.9047619047619048, 0.9550951893155477
23, 0.9047619047619048, 0.9512785442475705
24, 0.9047619047619048, 0.9463319609863736
25, 0.9047619047619048, 0.942644716967098
26, 0.9047619047619048, 0.9389228587703268
27, 0.9047619047619048, 0.9355077666549443
28, 0.9047619047619048, 0.932963961451451
29, 0.9047619047619048, 0.9281252541666283
30, 0.9047619047619048, 0.9244328303324661
31, 0.9047619047619048, 0.9219157590026492
32, 0.9047619047619048, 0.920547768170888
33, 0.9047619047619048, 0.9197762794271029
34, 0.9047619047619048, 0.9178994000831286
35, 0.9047619047619048, 0.917782946495039
36, 0.9047619047619048, 0.918441078959428
37, 0.9047619047619048, 0.9199762367947741
38, 0.9047619047619048, 0.9182025585080675
39, 0.9047619047619048, 0.9189795956116817
40, 0.9047619047619048, 0.9201315966486561
41, 0.9047619047619048, 0.9195650864996461
42, 0.9047619047619048, 0.9195616362140614
43, 0.9047619047619048, 0.9194502343191977
