Interação, Acurácia, Erro Quadrático médio
0, 0.14285714285714285, 9.8396471510599
1, 0.5714285714285714, 1.8038906952758802
2, 0.6666666666666666, 2.012468341606806
3, 0.7142857142857143, 1.4161337654026978
4, 0.7142857142857143, 1.3465093798082883
5, 0.7142857142857143, 1.3494298928163115
6, 0.7142857142857143, 1.3434111344414679
7, 0.7619047619047619, 1.27594232076356
8, 0.8095238095238095, 0.9917182094650117
9, 0.8571428571428571, 0.9209712258199271
10, 0.8571428571428571, 0.8257169236565242
11, 0.8571428571428571, 0.8239825027163347
12, 0.8571428571428571, 0.8232454361502837
13, 0.8571428571428571, 0.8236917958924556
14, 0.8571428571428571, 0.8238549304825898
15, 0.8571428571428571, 0.8239539928945325
16, 0.8571428571428571, 0.8250748311341292
17, 0.8571428571428571, 0.8257607443468732
18, 0.8571428571428571, 0.8257492055131773
19, 0.8571428571428571, 0.8262403323446267
20, 0.8571428571428571, 0.8264130765782773
21, 0.8571428571428571, 0.8275591518442205
22, 0.8571428571428571, 0.8277813087494374
23, 0.8571428571428571, 0.8292936811578887
24, 0.8571428571428571, 0.8292293612493241
25, 0.8571428571428571, 0.8302096948374236
26, 0.8571428571428571, 0.8311757284164553
27, 0.8571428571428571, 0.8311857261901517
28, 0.8571428571428571, 0.8320687319245467
29, 0.8571428571428571, 0.8324923832688882
30, 0.8571428571428571, 0.8333599558534756
31, 0.8571428571428571, 0.8330947246331852
32, 0.8571428571428571, 0.8337253325448574
33, 0.8571428571428571, 0.8347997199511442
34, 0.8571428571428571, 0.8341654844698306
35, 0.8571428571428571, 0.8335373786433917
36, 0.8571428571428571, 0.8351312616113783
37, 0.8571428571428571, 0.8358186967312031
38, 0.8571428571428571, 0.8371826968020463
39, 0.8571428571428571, 0.8377852979702421
40, 0.8571428571428571, 0.8379373146405146
41, 0.8571428571428571, 0.8385934892166169
42, 0.8571428571428571, 0.8392669537194359
43, 0.8571428571428571, 0.8399435102197
44, 0.8571428571428571, 0.8410404104334837
45, 0.8571428571428571, 0.840096065705701
46, 0.8571428571428571, 0.8405463460643012
47, 0.8571428571428571, 0.8417943416507331
48, 0.8571428571428571, 0.8420057725415986
49, 0.8571428571428571, 0.8429024895755319
50, 0.8571428571428571, 0.8417223630748184
51, 0.8571428571428571, 0.8430902683317745
52, 0.8571428571428571, 0.8426701284547117
53, 0.8571428571428571, 0.84269684137695
54, 0.8571428571428571, 0.8433313706032393
55, 0.8571428571428571, 0.8440933304454745
56, 0.8571428571428571, 0.8451345725553129
57, 0.8571428571428571, 0.8458365978748665
58, 0.8571428571428571, 0.8440904346685759
59, 0.8571428571428571, 0.8445276000595411
60, 0.8571428571428571, 0.8449586338535646
61, 0.8571428571428571, 0.8455338265094035
62, 0.8571428571428571, 0.8458409013596094
63, 0.8571428571428571, 0.8462486418852686
64, 0.8571428571428571, 0.846616762234923
65, 0.8571428571428571, 0.8453058397825745
66, 0.8571428571428571, 0.8458274617780707
67, 0.8571428571428571, 0.8453291288021121
68, 0.8571428571428571, 0.8454457104335186
69, 0.8571428571428571, 0.845665591004224
70, 0.8571428571428571, 0.845634565829103
71, 0.8571428571428571, 0.8459524982281156
72, 0.8571428571428571, 0.8463442884990205
73, 0.8571428571428571, 0.8445474387084675
74, 0.8571428571428571, 0.8447577523266305
75, 0.8571428571428571, 0.8449662098458871
76, 0.8571428571428571, 0.84542032016734
77, 0.8571428571428571, 0.8459324331589473
78, 0.8571428571428571, 0.8454308999600153
79, 0.8571428571428571, 0.8444494952731613
80, 0.8571428571428571, 0.8445815282018498
81, 0.8571428571428571, 0.8433344260261342
82, 0.8571428571428571, 0.8436330964576173
83, 0.8571428571428571, 0.8431696876719506
84, 0.8571428571428571, 0.8402265886014656
85, 0.8571428571428571, 0.840755265698143
86, 0.8571428571428571, 0.8409475225923801
87, 0.8571428571428571, 0.840417468429056
88, 0.8571428571428571, 0.8409100570004501
89, 0.8571428571428571, 0.8413167710830999
90, 0.8571428571428571, 0.840818498461571
91, 0.8571428571428571, 0.840806394778603
92, 0.8571428571428571, 0.839660938438636
93, 0.8571428571428571, 0.8393210970640064
94, 0.8571428571428571, 0.8395050365261922
95, 0.8571428571428571, 0.839244691765962
96, 0.8571428571428571, 0.8394278613292625
97, 0.8571428571428571, 0.8393666235231407
98, 0.8571428571428571, 0.8392231778984012
99, 0.8571428571428571, 0.839403839852576
100, 0.8571428571428571, 0.8396745999833335
101, 0.8571428571428571, 0.8392949258091555
102, 0.8571428571428571, 0.8396958954600136
103, 0.8571428571428571, 0.8375007525860406
104, 0.8571428571428571, 0.8377928982644557
105, 0.8571428571428571, 0.8383459456766866
106, 0.8571428571428571, 0.8373551401262531
107, 0.8571428571428571, 0.8377632805589017
108, 0.8571428571428571, 0.837413025724902
109, 0.8571428571428571, 0.8375897825499459
110, 0.8571428571428571, 0.8373608859759986
