0.0037297600000000004, 1
4.56791E-4, 2
4.28776E-4, 4
4.01445E-4, 8
3.29381E-4, 16
3.143E-4, 32
4.33056E-4, 64
5.15699E-4, 128
8.1862E-4, 256
0.001307079, 512
0.0013843890000000002, 1024
0.0026439000000000002, 2048
4.50445E-4, 1
4.5985100000000005E-4, 2
4.40345E-4, 4
4.52938E-4, 8
5.398520000000001E-4, 16
5.9004E-4, 32
5.99089E-4, 64
5.12307E-4, 128
5.188100000000001E-4, 256
7.65143E-4, 512
0.001316672, 1024
0.0030223900000000002, 2048
4.24111E-4, 1
3.79596E-4, 2
3.26733E-4, 4
3.2047600000000004E-4, 8
2.87567E-4, 16
3.4063500000000005E-4, 32
2.5742800000000003E-4, 64
2.61285E-4, 128
5.0739E-4, 256
5.76838E-4, 512
9.57514E-4, 1024
0.002056431, 2048
3.23744E-4, 1
3.7997700000000004E-4, 2
2.6798100000000004E-4, 4
2.97358E-4, 8
2.4996E-4, 16
2.86554E-4, 32
3.01978E-4, 64
2.66179E-4, 128
3.2551600000000003E-4, 256
4.3574900000000003E-4, 512
6.74042E-4, 1024
0.0014996220000000002, 2048
2.0648900000000002E-4, 1
2.41014E-4, 2
2.59855E-4, 4
2.65229E-4, 8
2.2517600000000003E-4, 16
2.75236E-4, 32
2.96559E-4, 64
2.88321E-4, 128
3.50352E-4, 256
4.1128700000000003E-4, 512
7.40691E-4, 1024
0.001636543, 2048
2.32147E-4, 1
1.9983200000000002E-4, 2
1.8889200000000002E-4, 4
1.82967E-4, 8
1.6514600000000002E-4, 16
1.69762E-4, 32
1.7744E-4, 64
2.22419E-4, 128
2.5972100000000003E-4, 256
5.11218E-4, 512
9.443710000000001E-4, 1024
0.0017674650000000002, 2048
2.31374E-4, 1
2.3337500000000002E-4, 2
1.7059E-4, 4
1.4667600000000002E-4, 8
1.50662E-4, 16
2.14916E-4, 32
2.47233E-4, 64
2.51963E-4, 128
2.81014E-4, 256
4.18644E-4, 512
7.86282E-4, 1024
0.0031975880000000003, 2048
2.04978E-4, 1
1.9337500000000002E-4, 2
1.6528200000000002E-4, 4
1.5868500000000002E-4, 8
1.73152E-4, 16
1.94431E-4, 32
1.48076E-4, 64
1.65484E-4, 128
1.9357300000000003E-4, 256
2.92448E-4, 512
5.641450000000001E-4, 1024
9.65005E-4, 2048
1.60303E-4, 1
1.47238E-4, 2
1.1766000000000001E-4, 4
1.2411E-4, 8
1.6525E-4, 16
2.2568000000000002E-4, 32
1.75675E-4, 64
1.8201800000000002E-4, 128
2.3169500000000002E-4, 256
2.7985900000000003E-4, 512
4.12381E-4, 1024
7.62953E-4, 2048
1.64413E-4, 1
1.5625E-4, 2
1.62585E-4, 4
1.67817E-4, 8
1.46298E-4, 16
1.2067700000000001E-4, 32
1.25451E-4, 64
1.79185E-4, 128
2.06519E-4, 256
2.81958E-4, 512
4.15934E-4, 1024
7.055750000000001E-4, 2048
